,Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath
ldl_domain,-0.03002240452492705,0.19728885609820815,-0.04972872698973734,0.08918494467031983,0.12005737397075922,0.043079250414717496,0.19728885609820815,-0.0596711053042397,-0.05148379842595597,0.025255986071617696,1.0,-0.020137830289255275,0.010639350107915621,-0.02734896961019876,0.062126209805797146,0.7639821423126048,-0.00993404531451582,0.006650527668836343,-0.02387931107053876,-0.007695950808217653,0.3722278331040175,-0.037626802804806625,-0.037626802804806625,0.03894630096881313,-0.007124941156033402,-0.033818551768251964,-0.10486942762984258,-0.032890684238002586,-0.03073714049471627,0.13729514427508788,-0.042151150817496034,0.010493531467924802,0.0024794232629004463,0.007743862599446027,0.10690446311526533,,-0.14212538347398102,-0.027947792422528348,0.03847880496011875,0.6152896661057389,-0.005202979273203085,0.010815440490491657,-0.030176403099000593,-0.024679723424868995,-0.017242215701508603,0.23633145963523416,-0.025565390658843896,0.014876690368635832,-0.03950851739425657,-0.030430621442984463,-0.031452461067174343,-0.15153190274974881,-0.04151576157857325,-0.07037726427466977,-0.025909528819660892,0.029929830001705005,-0.014380545600718329,-0.021430772488403232,0.015729913824241604,-0.030603957798353735,-0.016376937551653238,0.09130194250459232,0.265014912246437,-0.029738387202944763,-0.03432849030257018,-0.036905896484349505,-0.029002160073434983,0.00262002549984052,0.19781684070675767,-0.030235085843941283,-0.02533083695233332,-0.025014837338089155,-0.02357678023650472,0.019440867681361912,-0.050123780594126054,-0.048800001254905315,-0.0233958383993587,-0.01810008368318421,-0.02859290742831982
ldl_path,0.9548912982030702,0.04442801197425831,-0.03071521234279571,-0.05388362025084688,0.006154567469259125,0.03588546106540163,0.04442801197425831,0.7419555525663114,0.8327020661717349,0.9989616139737325,-0.020137830289255275,1.0,0.051632813658996864,0.9831134060867147,0.7210911227799226,0.0010400782493863827,0.7255401482714813,0.05424546462330144,0.7635593798272617,0.9457810509916201,-0.0025275481876072974,0.9458575907262551,0.9458575907262551,-0.025406456409449836,-0.10209844801076678,0.932623599101473,0.2971875748747552,0.3602172472665275,0.936070765577402,-0.25345508185704135,0.9102579985777727,0.23899047560329548,-0.007640759146573302,-0.004402086521439642,0.07007797613932391,,0.011369547178103909,0.9645137359534207,0.8932870175509366,-0.04628196836143391,0.06863850545083344,-0.009786952026809445,0.9171862126180959,0.9155034421651164,0.9400075136517817,0.004374526154008,0.024867517557821545,-0.054891383290670406,0.9273144740546377,0.9503666383695325,0.9417063603849458,0.03974201833801794,-0.1303428897500891,-0.09549668934672942,-0.018240580147480787,-0.02698203871705426,-0.012419322001427417,0.015444207444291003,-0.020929815870397096,-0.07934466191305249,-0.015121980182539947,0.23357108242685304,-0.058484412786242425,0.02750325698105872,0.10328593567506021,0.1323503774490339,0.18605023070145202,0.02068257582845467,0.04462141073769454,0.04720963480572581,0.007009654050693254,0.005354632766454246,-0.003496964742331708,-0.33231319510889157,0.0045662765575975525,0.06589874145095331,-0.029336825155732223,0.029479636260196212,0.15031364898003846
ldl_filename,-0.01552725692993417,-0.05183088200946136,0.006964235136223479,-0.016815217591488834,-0.05099907541258252,0.24213358413657446,-0.05183088200946136,-0.028630710041187807,-0.0024291727985911683,0.05243544912538296,0.010639350107915621,0.051632813658996864,1.0,-0.02474321051929918,0.14634915651017966,-0.004741531753492951,0.14772178976331732,0.880688734021671,-0.03329899630928467,0.005525696789569299,-0.04903565534227694,0.009431389142407867,0.009431389142407867,0.5990644524062192,0.1946213787413876,-0.03101803249372926,0.04154622260778413,-0.06615165810340115,-0.022126692214575777,-0.04721218072712691,0.017946334819092864,-0.07896498050309088,0.0017643429037690452,-0.0032066217468960643,0.1951334961230361,,0.03654798067190668,-0.009155602132407245,0.0949332049061245,0.026390149909157362,0.24897621778732199,0.4257106609055563,-0.06291771347635698,-0.032792250288377574,-0.012806952847595239,-0.05278902434006906,0.1371688597256965,0.20380317640591375,-0.05482798301456269,-0.015923227357391056,-0.01554310242688977,-0.038356602387636225,-0.09490249383318743,-0.06207314522672915,-0.0835493153714475,0.028635475417288662,-0.08034529533105482,0.02428315183729138,-0.03385377956931883,0.062123986753700226,-0.08200724101447907,0.15737630680836942,0.023420788350880493,0.0005348951380645672,0.05498923040100098,-0.024887308731698858,-0.05365764912153427,-0.007697524847511362,-0.05184034520926019,0.00719249674024776,-0.003748597602006924,-0.009485463146889427,-0.015644887057744247,0.046102881043316786,0.010648017404939713,0.008047456529124643,-0.005804754689797922,0.09347506492894178,-0.0552954854681721
ldl_getArg,0.9756981865318319,0.04040748696469803,-0.021870557496113555,-0.062033979503697066,-0.0024100053309370076,-0.09563967442462346,0.04040748696469803,0.7500670227546331,0.8291286824999933,0.9817304766365119,-0.02734896961019876,0.9831134060867147,-0.02474321051929918,1.0,0.6416634922173663,-0.0006969685599203335,0.6457763287695444,-0.014671203349025386,0.7692602048945918,0.9463337114489843,-0.014997123926056035,0.9474317860783941,0.9474317860783941,-0.06082506196204017,-0.10203502326686302,0.9554871350080522,0.27703298342293103,0.39364713588456907,0.9577601544177683,-0.2377652248324937,0.9133286679002669,0.27601121153324376,-0.0067205471775491875,-0.0035193664484185825,0.05158406173139957,,0.025269660698104903,0.9833320339544039,0.8519235609608574,-0.049537190750430386,-0.007287996120145699,-0.052927231211028346,0.9098262144477205,0.9370593944641921,0.949378234164611,-0.007013904017976717,-0.015492568182684994,-0.06602030439759159,0.9497331138127267,0.9710827051550428,0.9520612642214118,0.03888664676749388,-0.12726691458967976,-0.08914859508909591,0.004906575695369977,-0.026683320268514384,0.01519682398524277,-0.016378382700905157,-0.040419046229124324,-0.06868669817851851,0.012820283706317234,0.1527746388001728,-0.05625989724929557,0.008852784929258072,0.059100641128497555,0.11880089105945753,0.20704235979008123,0.025641495557396553,0.04060045977912166,0.01891204555288869,0.025258382891837818,0.02143384223595203,0.017705998196363055,-0.3412405470147188,0.01464283328914599,0.05690632417699473,-0.034788494538697055,0.0385845642826068,0.17166261041866782
dld_url,0.554724617492823,0.06739264582906378,0.0512516962421209,-0.0016530130465498812,0.06351342717697761,0.23295519382404128,0.06739264582906378,0.476463903657432,0.5895646948223817,0.7238565946850525,0.062126209805797146,0.7210911227799226,0.14634915651017966,0.6416634922173663,1.0,0.11341316336300951,0.9955511284720818,0.1913756481796337,0.8516824552357939,0.6195971751880085,0.06858934829939867,0.6139554892468652,0.6139554892468652,0.005113744249541918,-0.13370320707652728,0.569326239663188,0.2962618262170807,0.2823618845978985,0.5666404387103754,-0.24413224740408815,0.5750119339649645,0.18263435024820993,-0.010985884938079024,-0.006748819154821092,0.13550352166486052,,-0.025672292798105144,0.5609148988717527,0.8053860190195467,-0.00924436914383913,0.2644487075208245,0.04121349289386371,0.7531395244930974,0.6396049636584796,0.5611042602917666,0.06915283554148666,0.15104070018428595,-0.045077154759670036,0.5240257949148707,0.5291759153941359,0.5769759303814651,0.07127343171273981,-0.0470269933877428,-0.03599981662173829,0.009807282230572855,-0.014061300761447076,-0.012543329227394583,0.1376644370744229,0.023269895274712737,-0.061947168212300945,-0.014877282401207927,0.5039466121556896,-0.07045894671082174,0.08253140148357546,0.24916110156476706,0.25570506326111764,0.22737726653005297,0.10178780264248981,0.06774159756057863,0.1531699795105181,0.03801211594171459,0.04050874978827338,0.01515264425506689,-0.24724271603163542,-0.04882152568281962,0.08417004768519798,-0.008196636146555025,0.025876914498999617,0.16439568889598358
dld_domain,-0.003839452963357387,0.12096891417664833,-0.035883265928966714,0.11643223957278202,0.1584171387978227,0.014251597447119521,0.12096891417664833,-0.021381565252850617,-0.013752438328992958,0.03570874277706381,0.7639821423126048,0.0010400782493863827,-0.004741531753492951,-0.0006969685599203335,0.11341316336300951,1.0,0.019293659767202466,-0.0030190891654838592,0.013216558561450403,0.012819199374750914,0.29976835113082,-0.011262941563319766,-0.011262941563319766,-0.0067785178611516955,0.0019413726438605992,-0.006631474614820207,-0.07849607632951237,-0.017457687934636052,-0.009086735488635688,0.1022639784453766,-0.01888977462544926,0.0047347301967584935,-0.001077347701089303,-0.0005641774772662196,0.0644214057389835,,-0.0708053769189467,-0.0028091865931207166,0.04227519002543007,0.436147340784114,-0.005174815129047046,-0.011735558448521938,0.0006419201357436391,0.0017391010772367082,0.006455198920971625,0.2092187471311211,-0.012882013554594143,-0.01336114261444933,-0.008052457142131904,-0.004959517164456757,-0.007776730594984543,0.013469421519148544,-0.025349957253226453,-0.035563285459111686,-0.01578188352303509,-0.0032890969912907557,-0.015707286934700616,-0.01735097460351467,0.03146665184054048,-0.021979951188943823,-0.015984497565992836,0.04232581976531315,0.06379830055944409,-0.008809660178309862,-0.002491476170619744,-0.009864185915490846,-0.014523380999597617,-0.0023963048079486344,0.12123915420903304,-0.012426845316328022,-0.017339114259447626,-0.016053079838879707,-0.016394274901248587,-0.01953802744034507,-0.05532165861051697,-0.007400181626401453,-0.003206229491233589,-0.014528871507622275,-0.017896910650213132
dld_path,0.5585871787398696,0.05634560901270851,0.054977903056279614,-0.012705261431205539,0.04889053215804612,0.2330791860655096,0.05634560901270851,0.48149650486956924,0.5945870754259804,0.725035266548317,-0.00993404531451582,0.7255401482714813,0.14772178976331732,0.6457763287695444,0.9955511284720818,0.019293659767202466,1.0,0.1928688998117764,0.8558003194759484,0.6222890449204904,0.040593457064575775,0.6188956029476225,0.6188956029476225,0.005788833896684928,-0.134730534482148,0.5735456687649012,0.30557439898102673,0.2857982345754488,0.5710757735105934,-0.2553700810366146,0.580429733617898,0.18333712516657788,-0.010952998933322909,-0.006737877882440179,0.1302487048813115,,-0.01911938778323636,0.56471879492252,0.806456140046997,-0.05066459817442316,0.2666072422780045,0.04258635035845803,0.7578284268988069,0.6434737937371469,0.5640307648051412,0.04974774792810965,0.15321492194073494,-0.04409433933547454,0.5280942890222086,0.5329835712310574,0.5813522133928029,0.0704455581343706,-0.04491951853894983,-0.03285421883171541,0.01136580434174797,-0.013838059580794853,-0.011132838693227747,0.140178112420433,0.020432517735833922,-0.0602533832273621,-0.013455222062537745,0.5031108623446638,-0.07695360230438152,0.08388736827757627,0.25096873970363404,0.25744463851117483,0.23018857713833613,0.10265699451098446,0.05667113330820242,0.15531446409164465,0.039896195346296126,0.04228661379519618,0.016802953621394067,-0.24694910234015197,-0.0438830092128576,0.08511595234741441,-0.007943573044055742,0.027422838859552344,0.16712974478187134
dld_filename,-0.001036143835187825,-0.03397241605387709,0.03325982497279613,-0.012673416597166635,-0.037722234352003656,0.20521370939178235,-0.03397241605387709,0.0010223214522827307,0.022880177578282833,0.054968877819329076,0.006650527668836343,0.05424546462330144,0.880688734021671,-0.014671203349025386,0.1913756481796337,-0.0030190891654838592,0.1928688998117764,1.0,-0.01803040763033389,0.02175240507503067,-0.03314298131187179,0.024392152589567936,0.024392152589567936,0.5032751534558375,0.1274065096722172,-0.010585473960546371,0.05739152676948067,-0.02292591046581652,-0.0024247783411554254,-0.05571379776151124,0.031924925866459127,-0.03578618402626093,0.0010481574693585309,-0.0020417614975861793,0.19965882272783225,,0.019220094515625175,0.003094818254404872,0.1152648066496117,-0.0006427413661767795,0.2722267741855522,0.3962778706231621,-0.04078799112492857,-0.01503985865730916,-0.0006261105669446297,-0.031013343645023693,0.14488917651201483,0.09268629168379278,-0.0347191196151555,-0.0025421920119689844,-0.002889836875357254,-0.02176331103627936,-0.0484404265820211,-0.029300872003700427,-0.05098434980244708,0.03488065221735214,-0.04728021936577327,0.021831254831916638,-0.024657966665142854,0.0702153572446819,-0.04845954980786212,0.1736008850544201,-0.00597812961359338,0.013419227831391873,0.07068907368139911,-0.009229193010210801,-0.024381464455246287,0.024457129239497354,-0.03398046901745654,0.012455564375477332,0.030102475667499125,0.02624498333387509,0.0210872428299601,-0.003017534413645428,0.012040588988739354,0.011194982149974393,-0.007759580331114999,0.05982237477713907,-0.02297086331032426
dld_getArg,0.6750373055022104,0.05787593834158199,0.09353089546318961,-0.04076638777119389,0.03035545942042687,-0.07522275289098632,0.05787593834158199,0.5592889765144572,0.6520341416848173,0.7623422947817091,-0.02387931107053876,0.7635593798272617,-0.03329899630928467,0.7692602048945918,0.8516824552357939,0.013216558561450403,0.8558003194759484,-0.01803040763033389,1.0,0.696460240623108,0.009812834588702751,0.6955768236987628,0.6955768236987628,-0.08346780961293454,-0.1376606137400915,0.7013856736562041,0.2909151956461987,0.41698971500029686,0.69198677737571,-0.24755901954299753,0.651430020903596,0.31104119906645766,-0.009076562080319931,-0.004753146910292757,0.09751150781948117,,0.020401399544442405,0.6763309043385102,0.7790426222559135,-0.06058423592125376,0.053583521127610334,-0.06914831956993443,0.8226571115587333,0.7811070725007596,0.6571630035435514,0.021287050847772854,0.06315485429267592,-0.05507012283254711,0.643714352955789,0.6444615109708851,0.6775554190834133,0.08067518985421795,-0.04976990454349075,-0.025465760396143178,0.08077565048033866,-0.019429884596988554,0.06209273826911814,0.06760354966399071,-0.038079204652279715,-0.03051145203603777,0.05990121694421573,0.3212591979036987,-0.07427139619623967,0.037887823281775215,0.1432460795411939,0.24580178378809486,0.3191090995477147,0.12924945210313266,0.05814346489587635,0.10211850584554454,0.09087768334000826,0.08558509817067063,0.07499388873214277,-0.2771447756665192,-0.0274320446537169,0.07175573808902376,-0.01840925799130868,0.07044349856229551,0.2448626078291163
urlLen,0.957545397451877,0.07431025958899938,0.20458855772864656,-0.03707337567856935,0.039710999304194985,-0.010676820003923778,0.07431025958899938,0.8917754415570767,0.9343568636575245,0.945289149437902,-0.007695950808217653,0.9457810509916201,0.005525696789569299,0.9463337114489843,0.6195971751880085,0.012819199374750914,0.6222890449204904,0.02175240507503067,0.696460240623108,1.0,0.03723314415749458,0.996775505086973,0.996775505086973,-0.02661318972033092,-0.18545794953914882,0.9647685368647126,0.4462081745527152,0.47645129972973566,0.9569594311119408,-0.37579140632948654,0.950231884579855,0.32914211998552295,-0.014191994151063586,-0.005420453633236056,0.12102760838306365,,-0.005546091476072251,0.9509247130296543,0.8690947592013537,-0.051606961970809544,0.06131736291665551,-0.019852736927465395,0.8999567371513802,0.9049540426441346,0.9921125569534732,0.04600353996893965,0.08039286753806661,-0.015804843154586034,0.9601031268587421,0.9535910575779694,0.979164273434688,0.06443071282661356,1.9679209238236464e-05,0.06150916198352913,0.1255393793622258,-0.02424982460710669,0.1571993892280381,0.029712226217510483,-0.012254027722659353,0.0760443184662505,0.15660666849799498,0.17458909424556157,-0.07697139582504064,0.0021881325243596444,0.041008387070807374,0.10724721472227985,0.24575089939286407,0.21805513901926227,0.07461059226555822,0.07173559779413631,0.17268427909628356,0.17161612787349712,0.16849834092108867,-0.5257406109082181,-0.01783779021864626,0.02464744651801684,-0.09221753819424985,-0.008162710423672052,0.22357871747972433
domainlength,-0.0066245828498447895,0.5912245591993623,-0.1597738943680629,0.6033674207577567,0.7675478194710624,0.0007978412269450216,0.5912245591993623,-0.06665256558655354,-0.029032393997422776,0.014433513216767599,0.3722278331040175,-0.0025275481876072974,-0.04903565534227694,-0.014997123926056035,0.06858934829939867,0.29976835113082,0.040593457064575775,-0.03314298131187179,0.009812834588702751,0.03723314415749458,1.0,-0.042816435871760365,-0.042816435871760365,-0.09229967135697023,-0.07435915265801545,0.0050597480148819405,-0.4560179331417102,0.022501824759532323,-0.04473288527121131,0.6004320151307135,-0.2002178653730674,0.16290454362646956,0.011257297346162277,-0.004506110622382439,0.35760834998904184,,-0.3112417225542244,-0.015446150661938595,0.016246222823887383,0.22928971023625563,-0.05513272447294293,-0.12046356874293175,0.023795339296092382,-0.011757182809689732,0.03821098841820078,0.9617373557080102,0.009559211567305775,-0.0922725852857783,-0.03810571090597926,-0.007584475435032622,-0.04017303060492678,0.5314664022637572,-0.08949330669746237,-0.16059175546823173,0.08301458549606046,-0.058768159462900135,0.04516215797115786,-0.05688610360206763,0.43075339198124496,-0.2060202151316973,0.037041295550686436,-0.04251877054200342,-0.08947829713647323,-0.08266584591171901,0.009567212394090089,-0.002782978119132882,-0.026481205151024242,0.13054688554238553,0.5903426962177416,0.004392132154401482,0.020580258702519085,0.02219805373546374,0.0341254675554436,-0.1206193179569727,-0.5225703483837484,-0.04087089996168573,-0.010292998614178723,-0.040250460972585576,-0.025210843859808506
pathLength,0.9579527336283548,0.026922615740170658,0.21711146510086957,-0.08522215886471608,-0.02158248931348279,-0.010896876658656256,0.026922615740170658,0.896843421790071,0.9364491930741542,0.94400079472864,-0.037626802804806625,0.9458575907262551,0.009431389142407867,0.9474317860783941,0.6139554892468652,-0.011262941563319766,0.6188956029476225,0.024392152589567936,0.6955768236987628,0.996775505086973,-0.042816435871760365,1.0,1.0,-0.01921514745380238,-0.17914702502626623,0.9642046322885267,0.48258514038888484,0.4743999346308844,0.9603900016518091,-0.42331143461135806,0.9660449224994715,0.3158716154009368,-0.013972090230875088,-0.005808076409156154,0.0923653477055506,,0.0194879114200497,0.9520471356819006,0.8675559680610624,-0.07009740571730225,0.065701304459283,-0.010316255505794781,0.8978725904457903,0.9057518227752355,0.988851754552833,-0.030938318030719218,0.07972606525313398,-0.008498636712411257,0.9629791729307002,0.9540798972484889,0.9821803921225554,0.02210572932713303,0.006986775872042279,0.07427534159607534,0.11862785354796627,-0.019320999160418663,0.15338702865447779,0.03415631349929214,-0.046768833202947765,0.09232433473645493,0.15344204205082265,0.17767238686781273,-0.06988034754768765,0.008886129764448157,0.040215633591044644,0.10750110027116443,0.2475464870059183,0.20736061241153442,0.027295193721553458,0.07147097467969563,0.17091145400032484,0.16969336440691415,0.1655612221751092,-0.5158365593069756,0.023888216235980524,0.027704353351419457,-0.09111382222090465,-0.004568168845819806,0.22525225514501176
subDirLen,0.9579527336283548,0.026922615740170658,0.21711146510086957,-0.08522215886471608,-0.02158248931348279,-0.010896876658656256,0.026922615740170658,0.896843421790071,0.9364491930741542,0.94400079472864,-0.037626802804806625,0.9458575907262551,0.009431389142407867,0.9474317860783941,0.6139554892468652,-0.011262941563319766,0.6188956029476225,0.024392152589567936,0.6955768236987628,0.996775505086973,-0.042816435871760365,1.0,1.0,-0.01921514745380238,-0.17914702502626623,0.9642046322885267,0.48258514038888484,0.4743999346308844,0.9603900016518091,-0.42331143461135806,0.9660449224994715,0.3158716154009368,-0.013972090230875088,-0.005808076409156154,0.0923653477055506,,0.0194879114200497,0.9520471356819006,0.8675559680610624,-0.07009740571730225,0.065701304459283,-0.010316255505794781,0.8978725904457903,0.9057518227752355,0.988851754552833,-0.030938318030719218,0.07972606525313398,-0.008498636712411257,0.9629791729307002,0.9540798972484889,0.9821803921225554,0.02210572932713303,0.006986775872042279,0.07427534159607534,0.11862785354796627,-0.019320999160418663,0.15338702865447779,0.03415631349929214,-0.046768833202947765,0.09232433473645493,0.15344204205082265,0.17767238686781273,-0.06988034754768765,0.008886129764448157,0.040215633591044644,0.10750110027116443,0.2475464870059183,0.20736061241153442,0.027295193721553458,0.07147097467969563,0.17091145400032484,0.16969336440691415,0.1655612221751092,-0.5158365593069756,0.023888216235980524,0.027704353351419457,-0.09111382222090465,-0.004568168845819806,0.22525225514501176
fileNameLen,-0.060006607753891376,-0.11881231270312147,0.1579881538863581,-0.003558099315940436,-0.06081441962952272,0.16396671288623868,-0.11881231270312147,-0.022856367583147744,-0.024959491349158903,-0.023485964934703875,0.03894630096881313,-0.025406456409449836,0.5990644524062192,-0.06082506196204017,0.005113744249541918,-0.0067785178611516955,0.005788833896684928,0.5032751534558375,-0.08346780961293454,-0.02661318972033092,-0.09229967135697023,-0.01921514745380238,-0.01921514745380238,1.0,0.44089012563612284,-0.09401593728483955,0.08428132344292233,-0.20407574539775974,-0.08151635383694043,-0.0915020160081646,0.0025827922836596066,-0.22449299510211285,0.012143370738488661,0.003018003153782387,0.23034084955307582,,0.11946796124816461,-0.046499117331427184,0.0071408977861886005,0.050518003100747146,0.22569669598297637,0.3959772600538269,-0.14018414788923864,-0.09262016687410395,-0.03531855678381271,-0.09666792040220003,0.19000347405867815,0.5677373055556942,-0.1214958783209081,-0.05686247264227356,-0.04928766276487829,-0.05992764395437828,-0.02072079646083788,-0.008482753773509362,-0.17193530597834727,-0.014820658738583467,-0.1897348710393953,0.01875138700705241,-0.06498734617044691,0.3702671872992708,-0.19196782251122035,0.05813382372046365,0.06477986266312825,-0.1550081089614892,-0.13665609369980874,-0.2171614884727509,-0.16138230420741512,-0.1051707079898464,-0.11884119991012806,-0.04329950280378263,-0.11084069814352068,-0.11582754280939925,-0.11914967941944896,-0.07104465003520373,0.003941282095374326,-0.18474732560461032,-0.183517314350572,0.06790266515186409,-0.1667230661384555
this.fileExtLen,-0.12783868610496518,-0.0518855916256109,-0.24510117261570885,-0.01132858425355025,-0.06875566381195118,0.011084486855493385,-0.0518855916256109,-0.2586267935249906,-0.23192168153860354,-0.1023737162766494,-0.007124941156033402,-0.10209844801076678,0.1946213787413876,-0.10203502326686302,-0.13370320707652728,0.0019413726438605992,-0.134730534482148,0.1274065096722172,-0.1376606137400915,-0.18545794953914882,-0.07435915265801545,-0.17914702502626623,-0.17914702502626623,0.44089012563612284,1.0,-0.1836749657559058,-0.287512046239099,-0.40044572029611236,-0.17153071247962043,0.22542859938777826,-0.1652454901210409,-0.3970321736364297,0.026165602996067044,0.006596198598761108,0.05874091901625273,,0.04702781624256021,-0.10727703378591912,-0.15639670768062847,-0.03697745702266123,0.11734006549876864,0.21924982559008555,-0.22642692021403377,-0.1864362263910407,-0.16424884079141594,-0.06507120038660094,0.07314511652371018,0.22418779818788492,-0.18626704247063836,-0.1162975412983525,-0.1747222876496255,-0.04462728168507705,-0.09764882804947089,-0.10866558428460284,-0.31931616895113984,0.01565817796049093,-0.3573926447781804,0.00664044273772739,-0.03737106013507442,0.012156229846987807,-0.35955774961888126,-0.09894416609086021,-0.03211433938927571,-0.02408075223118629,-0.07192783305294446,-0.22335491264656634,-0.47965757488715366,-0.31714794383148975,-0.05164966578038028,-0.02025550392127045,-0.30721143347361346,-0.32625724346173157,-0.3507548780828882,0.1785082217766966,0.06778529825644501,-0.01685269715465125,0.05437384888371761,0.32163746152359496,-0.484673657611697
ArgLen,0.9797766608051705,0.07241048955091713,0.10930056843742121,-0.06307471006155504,0.014333523403854614,-0.16168234083920507,0.07241048955091713,0.829433823467937,0.8750840352353252,0.9309329629539728,-0.033818551768251964,0.932623599101473,-0.03101803249372926,0.9554871350080522,0.569326239663188,-0.006631474614820207,0.5735456687649012,-0.010585473960546371,0.7013856736562041,0.9647685368647126,0.0050597480148819405,0.9642046322885267,0.9642046322885267,-0.09401593728483955,-0.1836749657559058,1.0,0.3623129582145873,0.5954288184352673,0.9922949495125667,-0.3091811316219268,0.9141711070431728,0.4609072515840895,-0.012392656396215021,-0.0037380237750293628,0.1090340265529725,,-0.01125852712684958,0.9664210178159921,0.8244500000163978,-0.057735511901679866,-0.03374046230613429,-0.08480936412418492,0.8962075223746271,0.9355470452711694,0.9636226221577309,0.012268767198923225,-0.034849607222486235,-0.08002370860339617,0.9685138383026453,0.9742800775475303,0.9692695378057103,0.042267698298605175,-0.07197494217226631,-0.011736022693536807,0.21086032521855905,-0.006555719490858103,0.25678639222275557,-0.08873942778920504,-0.02339087022037691,-0.050766807322335884,0.2574613946703733,0.12448341127330143,-0.06322572807872666,-0.010568864319119431,0.04354157620860229,0.13864937900518204,0.343058928861102,0.23853388253863816,0.07273966812302955,-0.019212892385427633,0.24845359704652709,0.23515429371650592,0.26305787199169517,-0.40738631519801255,-0.023670836784264307,0.05459487311055324,-0.049235239634202094,0.06462832087183817,0.32419522476339013
pathurlRatio,0.2992313114958062,-0.262380780688029,0.6919321823240903,-0.3322150855504108,-0.3522146951714596,0.14097919866123454,-0.262380780688029,0.6269430989945101,0.5720297271190786,0.2922657082786492,-0.10486942762984258,0.2971875748747552,0.04154622260778413,0.27703298342293103,0.2962618262170807,-0.07849607632951237,0.30557439898102673,0.05739152676948067,0.2909151956461987,0.4462081745527152,-0.4560179331417102,0.48258514038888484,0.48258514038888484,0.08428132344292233,-0.287512046239099,0.3623129582145873,1.0,0.45352655169193573,0.36113520140055544,-0.9776161165597766,0.5247756004548668,0.17385495737165493,-0.02238314361462203,-0.01431617117789681,-0.03402253217422604,,0.16561498820107004,0.2753068849604185,0.4179344907239425,-0.10236423346629157,0.1932473114959214,0.10432518861711479,0.37939979061175677,0.3409772272743377,0.40072465924797923,-0.43836816186032457,0.24907402275515686,0.1600687202544502,0.36507670923770436,0.2849385233001672,0.4201813895306122,-0.23741444842551698,0.3708155704012596,0.5388196328905519,0.2895793997849841,0.03174645254921307,0.3413319140086655,0.24266172950362608,-0.2213031386886331,0.43142589930414027,0.34731722650353003,0.2976985690759787,0.012113160706126098,0.09796896160615046,0.07950434414021913,0.17219876476123253,0.35099826908680476,0.43123741832388823,-0.26138702793471896,0.21451122211274334,0.3636645732649956,0.36050862389049104,0.3644211280683503,-0.5236447001847319,0.24667109472144264,0.03390232336127518,-0.1061612211667928,-0.038951079059696136,0.34573104471695765
ArgUrlRatio,0.46471443089052145,0.12414368197656701,0.34941287643026675,-0.07990582797671125,0.022418377376057893,-0.33942903057444745,0.12414368197656701,0.5128296145955945,0.49228605527715985,0.35857978140650887,-0.032890684238002586,0.3602172472665275,-0.06615165810340115,0.39364713588456907,0.2823618845978985,-0.017457687934636052,0.2857982345754488,-0.02292591046581652,0.41698971500029686,0.47645129972973566,0.022501824759532323,0.4743999346308844,0.4743999346308844,-0.20407574539775974,-0.40044572029611236,0.5954288184352673,0.45352655169193573,1.0,0.5681699154950003,-0.3926995227737111,0.40435073817076983,0.8858501824331768,-0.027425401918470826,-0.004243220071410853,0.2142116511715425,,-0.08503111281110355,0.4093350073430496,0.40039834382968487,-0.02901622425871075,-0.1174186869758202,-0.18820226789537414,0.49633313739002033,0.5442029652530604,0.44479045435316594,0.01609000815944631,-0.1165918333942883,-0.11691745538963395,0.47980962731458254,0.4408724161712152,0.48411325864540145,0.014688368892583308,0.0437297989715607,0.14469602269597578,0.7005249176843023,0.062301848565857465,0.784092697543215,-0.25132650173104154,0.0012920934174477617,-0.08352852967607266,0.7917512858852869,0.12896796023477214,-0.01504116108415452,-0.02965362737422727,0.0640356921933961,0.306742248225458,0.7769623023249588,0.6781885315340681,0.12475401717991645,-0.12232732702185092,0.741702766592818,0.6917742922541934,0.7945131836379983,-0.2512766629627112,-0.12468058023897259,0.09128757922089666,-0.010390600118078658,0.1841587247868423,0.7808857329908685
